16-12-2018 14:44:44,u'h',1
16-12-2018 14:44:44,u'e',5
16-12-2018 14:44:44,u'j',3
16-12-2018 14:44:44,u'f',1
16-12-2018 14:44:44,u'k',6
16-12-2018 14:44:44,u'r',5
16-12-2018 14:44:44,u'g',5
16-12-2018 14:44:44,u'l',4
16-12-2018 14:44:44,u'n',4
16-12-2018 14:44:44,Key.esc,1
16-12-2018 14:44:44,u'b',1
16-12-2018 14:44:44,u'w',2
16-12-2018 15:05:54,u'c',3
16-12-2018 15:05:54,Key.ctrl,1
16-12-2018 15:06:07,u'i',2
16-12-2018 15:06:07,u'e',9
16-12-2018 15:06:07,u'q',3
16-12-2018 15:06:07,u'f',8
16-12-2018 15:06:07,u'k',7
16-12-2018 15:06:07,u'r',3
16-12-2018 15:06:07,u'g',1
16-12-2018 15:06:07,u'l',6
16-12-2018 15:06:07,u'n',8
16-12-2018 15:06:07,u';',1
16-12-2018 15:06:07,u'w',5
16-12-2018 15:06:12,Button.right,5
16-12-2018 15:06:12,u'e',4
16-12-2018 15:06:12,u'q',2
16-12-2018 15:06:12,u'f',6
16-12-2018 15:06:12,u'k',5
16-12-2018 15:06:12,u'l',4
16-12-2018 15:06:12,u'n',4
16-12-2018 15:06:12,u'w',2
16-12-2018 15:06:12,Button.left,4
16-12-2018 15:06:17,scroll,13
16-12-2018 15:06:17,Button.left,2
16-12-2018 15:06:22,Button.left,3
16-12-2018 15:06:27,Key.space,1
16-12-2018 15:06:27,u'n',1
16-12-2018 15:06:27,u'o',1
16-12-2018 15:06:27,u't',1
16-12-2018 15:06:27,Button.left,4
16-12-2018 15:06:27,Key.left,1
16-12-2018 15:06:32,u's',1
16-12-2018 15:06:32,Button.left,6
16-12-2018 15:06:32,Key.alt_l,1
16-12-2018 15:06:32,Key.tab,1
16-12-2018 15:06:32,Key.ctrl,1
16-12-2018 15:06:37,Button.right,4
16-12-2018 15:06:37,Button.left,1
16-12-2018 15:06:52,Button.left,1
16-12-2018 15:13:17,scroll,11
16-12-2018 15:13:22,u'j',1
16-12-2018 15:13:22,u'd',2
16-12-2018 15:13:22,u'f',3
16-12-2018 15:14:53,scroll,12
16-12-2018 15:14:58,scroll,23
16-12-2018 15:15:08,scroll,31
16-12-2018 15:15:08,Button.left,1
16-12-2018 15:15:13,scroll,17
16-12-2018 15:15:18,scroll,12
16-12-2018 15:15:23,Key.shift_r,1
16-12-2018 15:15:23,u't',1
16-12-2018 15:15:23,u'r',1
16-12-2018 15:15:23,u'y',1
16-12-2018 15:15:23,Key.backspace,3
16-12-2018 15:15:23,Key.enter,2
16-12-2018 15:15:23,u';',1
16-12-2018 15:15:23,Button.left,1
16-12-2018 15:15:28,u'c',1
16-12-2018 15:15:28,u'e',1
16-12-2018 15:15:28,u'x',1
16-12-2018 15:15:28,Key.backspace,4
16-12-2018 15:15:28,Key.tab,1
16-12-2018 15:15:28,Key.enter,1
16-12-2018 15:18:14,u'a',1
16-12-2018 15:18:19,u's',8
16-12-2018 15:18:19,u'j',10
16-12-2018 15:18:19,u'd',6
16-12-2018 15:18:19,u'a',6
16-12-2018 15:18:19,u'f',2
16-12-2018 15:18:19,u'b',10
16-12-2018 15:18:24,u's',6
16-12-2018 15:18:24,u'j',5
16-12-2018 15:18:24,u'a',5
16-12-2018 15:18:24,u'f',5
16-12-2018 15:18:24,u'k',1
16-12-2018 15:18:24,u'b',5
16-12-2018 15:18:29,Button.right,1
16-12-2018 15:18:29,Button.left,2
16-12-2018 15:18:45,u'l',3
16-12-2018 15:18:56,Button.right,1
16-12-2018 15:18:56,Button.left,4
16-12-2018 15:19:01,Button.right,1
16-12-2018 15:19:01,Button.left,3
16-12-2018 15:19:06,scroll,47
16-12-2018 15:19:11,scroll,10
16-12-2018 15:19:16,Key.f5,4
16-12-2018 15:19:16,scroll,7
16-12-2018 15:19:16,Button.left,1
16-12-2018 15:19:21,Button.right,1
16-12-2018 15:19:21,Button.left,2
16-12-2018 15:19:26,scroll,36
16-12-2018 15:19:31,Button.left,1
16-12-2018 15:19:31,u'l',9
